Coin,Item,Prices,MrkCap,TolVol
Bitcoin,2023-04-01 00:00:00,28516.8,551707238559.8757,19112345639.962193
Bitcoin,2023-04-02 00:00:00,28498.9,550949831049.3949,10085380788.870918
Bitcoin,2023-04-03 00:00:00,28236.5,545181408318.2205,11682876586.814528
Bitcoin,2023-04-04 00:00:00,27815.4,539350908801.9282,19711493345.476036
Bitcoin,2023-04-05 00:00:00,28175.3,544313567953.4008,14871614372.831093
Bitcoin,2023-04-06 00:00:00,28197.2,545409754928.52686,16507617903.813946
Bitcoin,2023-04-07 00:00:00,28043.0,542601176317.4441,13079528995.139923
Bitcoin,2023-04-08 00:00:00,27934.4,540432353743.3232,10141276803.893911
Bitcoin,2023-04-09 00:00:00,27968.1,541094458101.44714,8844199146.1801
Bitcoin,2023-04-10 00:00:00,28351.2,548568597244.1978,11429030269.731691
Bitcoin,2023-04-11 00:00:00,29658.0,574059578670.3654,17475381731.251884
Bitcoin,2023-04-12 00:00:00,30260.9,585359301945.2595,18320296514.777645
Bitcoin,2023-04-13 00:00:00,29904.1,578850627447.6105,18407698928.06657
Bitcoin,2023-04-14 00:00:00,30405.0,587939018759.4221,16404033694.47376
Bitcoin,2023-04-15 00:00:00,30468.4,589051372432.549,20984067684.216217
Bitcoin,2023-04-16 00:00:00,30312.2,586969785778.0928,11028264273.146706
Bitcoin,2023-04-17 00:00:00,30304.8,586268225587.8677,11188035367.077023
Bitcoin,2023-04-18 00:00:00,29467.5,569958059900.5195,16771824487.579357
Bitcoin,2023-04-19 00:00:00,30365.9,587730212230.9563,18078539248.52104
Bitcoin,2023-04-20 00:00:00,28833.2,558796473890.5958,24136616861.636356
Bitcoin,2023-04-21 00:00:00,28255.6,546141074655.3764,21695904964.799046
Bitcoin,2023-04-22 00:00:00,27300.2,528357279464.0127,20420333533.71415
Bitcoin,2023-04-23 00:00:00,27861.6,539454716829.9368,11700230849.968126
Bitcoin,2023-04-24 00:00:00,27606.6,533753154140.2553,11435645306.771605
Bitcoin,2023-04-25 00:00:00,27511.6,532290845181.53394,16443099944.64734
Bitcoin,2023-04-26 00:00:00,28351.2,548359667398.65234,17061823985.865345
Bitcoin,2023-04-27 00:00:00,28352.2,548638734338.36755,30540034741.28477
Bitcoin,2023-04-28 00:00:00,29483.5,570258039118.5771,26238597379.49954
Bitcoin,2023-04-29 00:00:00,29340.0,568153896404.9741,18730801539.181553
Bitcoin,2023-04-30 00:00:00,29217.9,565714356650.6621,9711415138.827158
Bitcoin,2023-05-01 00:00:00,29362.1,568513467268.4124,14707008604.647
Bitcoin,2023-05-02 00:00:00,28125.5,544421676291.20087,19980169281.008976
Bitcoin,2023-05-03 00:00:00,28654.4,554886795897.9369,17699097406.188805
Bitcoin,2023-05-04 00:00:00,28988.3,561312171794.5802,19944381490.560024
Bitcoin,2023-05-05 00:00:00,28846.5,558634329303.2208,12676760580.080193
Bitcoin,2023-05-06 00:00:00,29520.3,571520224182.8824,4971523630.54862
Bitcoin,2023-05-07 00:00:00,28887.7,559078681902.6073,6463808309.438925
Bitcoin,2023-05-08 00:00:00,28611.4,554373015261.6681,10199066943.170338
Bitcoin,2023-05-09 00:00:00,27696.8,536032086472.038,21535578788.860283
Bitcoin,2023-05-10 00:00:00,27607.4,535037100026.6903,8876813250.933558
Bitcoin,2023-05-11 00:00:00,27639.7,534937464538.75824,17159331951.189877
Bitcoin,2023-05-12 00:00:00,27024.8,523414877659.3074,7754296234.077171
Bitcoin,2023-05-13 00:00:00,26787.7,518816444750.7709,9157286238.193073
Bitcoin,2023-05-14 00:00:00,26798.1,520426027097.3362,8365379054.202115
Bitcoin,2023-05-15 00:00:00,26911.8,521319019334.69617,6019488454.419681
Bitcoin,2023-05-16 00:00:00,27227.8,527655229433.8867,14570026781.747086
Bitcoin,2023-05-17 00:00:00,27022.7,523965691858.8659,12927093920.902998
Bitcoin,2023-05-18 00:00:00,27390.0,530762551513.4872,12580626234.913448
Bitcoin,2023-05-19 00:00:00,26843.0,520544913836.41003,12599487111.93878
Bitcoin,2023-05-20 00:00:00,26884.4,521153640362.9618,11559136131.368769
Bitcoin,2023-05-21 00:00:00,27093.8,525040003344.1629,3882362454.219783
Bitcoin,2023-05-22 00:00:00,26773.8,519171380714.0945,8125825605.684245
Bitcoin,2023-05-23 00:00:00,26869.7,520821915713.9187,8025716966.179398
Bitcoin,2023-05-24 00:00:00,27222.9,527528695688.7587,11685763863.312372
Bitcoin,2023-05-25 00:00:00,26338.9,510987979871.2201,17477200137.10873
Bitcoin,2023-05-26 00:00:00,26475.6,513295724355.69904,11953749225.494001
Bitcoin,2023-05-27 00:00:00,26718.0,517973731437.9403,10994037071.45216
Bitcoin,2023-05-28 00:00:00,26848.2,520461980942.25433,6029471707.897409
Bitcoin,2023-05-29 00:00:00,28110.3,544879177078.8053,13144599279.47902
Bitcoin,2023-05-30 00:00:00,27759.7,538430950369.49817,13483205892.539595
Bitcoin,2023-05-31 00:00:00,27713.9,537414074116.4985,12766436369.815956
Bitcoin,2023-06-01 00:00:00,27245.5,528464394082.93866,10001106221.647074
Bitcoin,2023-06-02 00:00:00,26824.1,520271910707.11273,12156086970.872988
Bitcoin,2023-06-03 00:00:00,27247.7,528508990069.2122,15428145241.775957
Bitcoin,2023-06-04 00:00:00,27066.4,525209390395.50604,6673279605.629511
Bitcoin,2023-06-05 00:00:00,27315.4,529630092281.38684,6098045626.047618
Bitcoin,2023-06-06 00:00:00,25792.6,500593893699.2183,21208433571.87331
Bitcoin,2023-06-07 00:00:00,27216.6,527295592028.08093,22188018260.83246
Bitcoin,2023-06-08 00:00:00,26346.2,510979921090.6337,14723854336.09437
Bitcoin,2023-06-09 00:00:00,26507.9,514279355771.4992,10197924963.780262
Bitcoin,2023-06-10 00:00:00,26469.6,513226142603.1213,10464066236.48124
Bitcoin,2023-06-11 00:00:00,25858.1,501653860264.2029,9755626714.244692
Bitcoin,2023-06-12 00:00:00,25916.6,502683000962.43024,10439993428.365507
Bitcoin,2023-06-13 00:00:00,25910.4,502562686069.16986,9761691909.31603
Bitcoin,2023-06-14 00:00:00,25872.2,501752262681.7188,9921875985.888603
Bitcoin,2023-06-15 00:00:00,25107.8,487262840554.6715,11982737579.702812
Bitcoin,2023-06-16 00:00:00,25564.6,495788386559.10156,15184095954.029512
Bitcoin,2023-06-17 00:00:00,26327.3,510906153487.60516,13604025863.641972
Bitcoin,2023-06-18 00:00:00,26501.0,514331114457.8236,9533422254.890303
Bitcoin,2023-06-19 00:00:00,26333.1,511384956032.88007,8589379740.11672
Bitcoin,2023-06-20 00:00:00,26779.4,519667661979.1768,6651894946.454161
Bitcoin,2023-06-21 00:00:00,28330.9,549330089183.52325,19958565664.552258
Bitcoin,2023-06-22 00:00:00,30101.8,584070487996.789,23757254196.777027
Bitcoin,2023-06-23 00:00:00,29935.6,581473706978.9268,19613389213.798763
Bitcoin,2023-06-24 00:00:00,30629.2,594588611688.3142,22630955878.97284
Bitcoin,2023-06-25 00:00:00,30537.8,592912110031.5245,11736119929.84371
Bitcoin,2023-06-26 00:00:00,30454.8,591387700082.1104,12076819255.30491
Bitcoin,2023-06-27 00:00:00,30285.5,587134340343.6245,16032184116.631308
Bitcoin,2023-06-28 00:00:00,30693.5,595427193050.2291,14411853963.110468
Bitcoin,2023-06-29 00:00:00,30083.5,584187696961.3756,8489428028.028098
Bitcoin,2023-06-30 00:00:00,30466.6,591688337868.8445,12545425127.446297
Bitcoin,2023-07-01 00:00:00,30480.8,591722375245.7673,21422361050.823097
Bitcoin,2023-07-02 00:00:00,30583.6,593625140902.5646,4210431244.4326854
Bitcoin,2023-07-03 00:00:00,30571.9,593627203721.8534,7236318143.905301
Bitcoin,2023-07-04 00:00:00,31134.7,604507839820.0979,14755008156.77765
Bitcoin,2023-07-05 00:00:00,30775.6,598449423994.1252,12403890725.264545
Bitcoin,2023-07-06 00:00:00,30484.8,592386606697.3153,10260132141.46154
Bitcoin,2023-07-07 00:00:00,29990.1,583429029204.2451,21776707863.503353
Bitcoin,2023-07-08 00:00:00,30315.3,588811434763.8912,13018507892.814608
Bitcoin,2023-07-09 00:00:00,30264.2,587678367157.9867,5608541981.756295
Bitcoin,2023-07-10 00:00:00,30169.9,585883986681.1711,7559670230.189486
Bitcoin,2023-07-11 00:00:00,30394.3,590311894648.7518,12835219756.96589
Bitcoin,2023-07-12 00:00:00,30620.8,594749192359.1351,11753418050.421658
Bitcoin,2023-07-13 00:00:00,30407.4,590629381260.7114,13072555444.262321
Bitcoin,2023-07-14 00:00:00,31446.0,610725509598.8464,21254274345.702217
Bitcoin,2023-07-15 00:00:00,30311.8,588107447250.1327,21977151420.853252
Bitcoin,2023-07-16 00:00:00,30298.0,588642134563.5204,6233916918.782722
Bitcoin,2023-07-17 00:00:00,30237.3,586391434733.7153,8356410453.563714
Bitcoin,2023-07-18 00:00:00,30147.9,585500720965.1113,10974383371.546566
Bitcoin,2023-07-19 00:00:00,29848.0,579708613537.5165,13152758553.030825
Bitcoin,2023-07-20 00:00:00,29919.9,581327322356.8716,8545620844.326587
Bitcoin,2023-07-21 00:00:00,29787.0,579308712612.258,11117456853.464512
Bitcoin,2023-07-22 00:00:00,29914.7,581397880391.4172,8492627980.9282
Bitcoin,2023-07-23 00:00:00,29710.2,577068525402.119,6745541064.873876
Bitcoin,2023-07-24 00:00:00,30058.0,584296796267.4817,7427606999.412798
Bitcoin,2023-07-25 00:00:00,29184.9,567051778655.836,15195244950.838041
Bitcoin,2023-07-26 00:00:00,29223.0,568019115128.7598,7929844775.363448
Bitcoin,2023-07-27 00:00:00,29363.7,570531781624.6747,13088677750.42505
Bitcoin,2023-07-28 00:00:00,29200.2,567708714251.7643,9047649539.81237
Bitcoin,2023-07-29 00:00:00,29314.1,569952119667.3986,7682754827.0541115
Bitcoin,2023-07-30 00:00:00,29356.7,570804910032.5747,4882536540.911603
Bitcoin,2023-07-31 00:00:00,29277.8,569135711632.8535,7872881636.625643
Bitcoin,2023-08-01 00:00:00,29233.1,568333703606.0996,6641808341.386258
Bitcoin,2023-08-02 00:00:00,29537.1,572408929757.971,15289922840.873833
Bitcoin,2023-08-03 00:00:00,29146.6,567074709353.651,19266318894.086517
Bitcoin,2023-08-04 00:00:00,29176.2,567940644790.4882,12539132810.40034
Bitcoin,2023-08-05 00:00:00,29087.9,565073127339.627,12112869085.655884
Bitcoin,2023-08-06 00:00:00,29046.8,564970113457.8998,5335308729.48437
Bitcoin,2023-08-07 00:00:00,29044.2,564947914083.0184,5360283576.269965
Bitcoin,2023-08-08 00:00:00,29178.1,567529179865.8152,13252185122.112452
Bitcoin,2023-08-09 00:00:00,29779.6,579214283623.8071,14603570418.91888
Bitcoin,2023-08-10 00:00:00,29585.5,575535414817.4033,14633310097.491423
Bitcoin,2023-08-11 00:00:00,29423.8,572414205818.4142,8106253519.025447
Bitcoin,2023-08-12 00:00:00,29396.8,571976559045.8302,4651950357.636653
Bitcoin,2023-08-13 00:00:00,29412.1,572257798803.9086,3994297895.288944
Bitcoin,2023-08-14 00:00:00,29285.0,569687130446.7833,4755220448.634491
Bitcoin,2023-08-15 00:00:00,29400.6,572242735188.2397,12408355477.111338
Bitcoin,2023-08-16 00:00:00,29170.5,567498309102.7323,11523395157.99864
Bitcoin,2023-08-17 00:00:00,28754.2,559982624303.4923,14809979642.373245
Bitcoin,2023-08-18 00:00:00,26501.6,516026928368.83746,29965585683.421356
Bitcoin,2023-08-19 00:00:00,26042.8,506815826635.9217,18062351745.50358
Bitcoin,2023-08-20 00:00:00,26104.8,508087686822.70435,3355038748.9824667
Bitcoin,2023-08-21 00:00:00,26160.7,509078930366.0949,8304370131.833873
Bitcoin,2023-08-22 00:00:00,26119.0,508491920831.3545,9377753161.447634
Bitcoin,2023-08-23 00:00:00,26033.7,506356213378.17975,13702941053.015312
Bitcoin,2023-08-24 00:00:00,26450.0,514955818082.43463,14600566342.214415
Bitcoin,2023-08-25 00:00:00,26134.9,508906955118.32086,11961319630.81013
Bitcoin,2023-08-26 00:00:00,26044.0,507007928705.4434,2582213805.5461373
Bitcoin,2023-08-27 00:00:00,26002.0,506086069151.6848,3420999388.355067
Bitcoin,2023-08-28 00:00:00,26082.7,507835678906.77924,4743752357.401259
Bitcoin,2023-08-29 00:00:00,26109.3,508350651765.9018,9995933796.2508
Bitcoin,2023-08-30 00:00:00,27730.5,539045091002.16876,29462388818.839893
Bitcoin,2023-08-31 00:00:00,27297.3,531729400483.3156,16029914124.395369
Bitcoin,2023-09-01 00:00:00,25927.4,505403246528.0237,20360682650.055054
Bitcoin,2023-09-02 00:00:00,25812.3,502687549096.97003,15924588668.893366
Bitcoin,2023-09-03 00:00:00,25853.7,503679892454.50775,8203515572.755595
Bitcoin,2023-09-04 00:00:00,25959.6,505513039060.68445,8301138495.084562
Bitcoin,2023-09-05 00:00:00,25829.4,502409490053.88367,6700578092.438599
Bitcoin,2023-09-06 00:00:00,25784.4,501979376928.41833,7633735596.705433
Bitcoin,2023-09-07 00:00:00,25753.0,501615002105.18665,12225427270.62692
Bitcoin,2023-09-08 00:00:00,26192.3,509837705629.17126,4521997781.160889
Bitcoin,2023-09-09 00:00:00,25907.2,504533063388.2184,8058794338.820984
Bitcoin,2023-09-10 00:00:00,25889.3,504373920218.6837,404806432.52168876
Bitcoin,2023-09-11 00:00:00,25834.6,503489661583.33154,6603006234.083502
Bitcoin,2023-09-12 00:00:00,25133.3,489502952545.6269,14859931201.000029
Bitcoin,2023-09-13 00:00:00,25866.8,503997883573.3815,16825266473.048721
Bitcoin,2023-09-14 00:00:00,26223.4,510909474484.6564,12975855576.243193
Bitcoin,2023-09-15 00:00:00,26531.4,516823786025.9003,11739428177.432598
Bitcoin,2023-09-16 00:00:00,26634.6,518872387637.1001,9768889419.723415
Bitcoin,2023-09-17 00:00:00,26557.8,517396850180.9239,1224363671.9175522
Bitcoin,2023-09-18 00:00:00,26521.0,516614128895.5437,5791146184.464804
Bitcoin,2023-09-19 00:00:00,26741.5,521346975856.46625,16477839825.058361
Bitcoin,2023-09-20 00:00:00,27219.3,530357673731.022,12615959842.229395
Bitcoin,2023-09-21 00:00:00,27115.8,529168513966.1614,13497179076.831764
Bitcoin,2023-09-22 00:00:00,26561.1,517743774814.63885,8169328790.751264
Bitcoin,2023-09-23 00:00:00,26572.0,518383856096.9625,9968041758.936823
Bitcoin,2023-09-24 00:00:00,26573.9,517968304453.25476,6583511185.708387
Bitcoin,2023-09-25 00:00:00,26249.6,511787693512.02826,7226298594.4955225
Bitcoin,2023-09-26 00:00:00,26298.6,512103393581.80255,11974957450.276283
Bitcoin,2023-09-27 00:00:00,26204.8,511054250889.6227,9786025048.05344
Bitcoin,2023-09-28 00:00:00,26350.1,513713645983.85016,12889674588.31686
